registro_id,uf,sindicato,categoria,ano,campo,valor_atual,status_atual,origem,fonte,fonte_textual,data_extracao,observacao,opcoes_identificadas,prioridade_revisao,acao_sugerida,decisao_sugerida,decisao_final,valor_revisado,observacao_revisor,revisor,data_revisao
REG-GO-SINTTEL-2025,GO,Sinttel GO,Telecomunicações,2025,piso_salarial,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-GO-SINTTEL-2025,GO,Sinttel GO,Telecomunicações,2025,adicional_noturno,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-GO-SINTTEL-2025,GO,Sinttel GO,Telecomunicações,2025,auxilio_alimentacao,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-GO-SINTTEL-2025,GO,Sinttel GO,Telecomunicações,2025,plr,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-GO-SINTTEL-2025,GO,Sinttel GO,Telecomunicações,2025,hora_extra,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-GO-SINTTEL-2025,GO,Sinttel GO,Telecomunicações,2025,sobreaviso,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-GO-SINTTEL-2025,GO,Sinttel GO,Telecomunicações,2025,jornada,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-MA-SINDPD-2023,MA,Sindpd MA,Tecnologia da Informação,2023,piso_salarial,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-MA-SINDPD-2023,MA,Sindpd MA,Tecnologia da Informação,2023,adicional_noturno,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-MA-SINDPD-2023,MA,Sindpd MA,Tecnologia da Informação,2023,auxilio_alimentacao,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-MA-SINDPD-2023,MA,Sindpd MA,Tecnologia da Informação,2023,plr,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-MA-SINDPD-2023,MA,Sindpd MA,Tecnologia da Informação,2023,hora_extra,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-MA-SINDPD-2023,MA,Sindpd MA,Tecnologia da Informação,2023,sobreaviso,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-MA-SINDPD-2023,MA,Sindpd MA,Tecnologia da Informação,2023,jornada,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-MG-SESCON-2025,MG,SESCON MG,Serviços Contábeis,2025,piso_salarial,1518.0,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA TERCEIRA - PISOS SALARIAIS Os empregados admitidos a partir de 1º de junho de 2025 não poderão receber salários inferiores a: Funções Pisos Mensageiro/copeiro/Faxineiro R$ 1.518,00 e contínuo Após o período de experiência R$ 1.518,00 Leiturista – Belo Horizonte e R$ 2.282,24 Região Metropolitana R$ 2.224,51 Leiturista – Interior de Minas Demais Funções R$ 1.546,59 Parágrafo Primeiro: Independentemente da denominação do cargo e/ou função ocupado, a todos os trabalhadores, que por força de contrato de terceirização ou prestação de serviços, desenvolvam serviços de tratamento de document…",2026-06-15,,,média,validar,validar,validar,1518.0,,,
REG-MG-SESCON-2025,MG,SESCON MG,Serviços Contábeis,2025,adicional_noturno,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de adicional noturno não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-MG-SESCON-2025,MG,SESCON MG,Serviços Contábeis,2025,auxilio_alimentacao,25.73,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA DÉCIMA - AUXÍLIO ALIMENTAÇÃO A partir de 1º de junho de 2025, as empresas concederão a todos seus empregados, que cumpram jornada de trabalho superior a seis horas, tíquetes alimentação/refeição, por dia efetivamente trabalhado, no valor facial de R$ 25,73 (vinte e cinco reais e setenta e três centavos) cada, possuindo os mesmos natureza indenizatória. Parágrafo Primeiro: As empresas poderão, ao seu critério, pagar aos seus empregados o auxílio em dinheiro, antecipadamente, na folha de pagamento, possuindo natureza indenizatória e não remuneratória. Parágrafo Segundo: A presente cláus…",2026-06-15,,,média,validar,validar,validar,25.73,,,
REG-MG-SESCON-2025,MG,SESCON MG,Serviços Contábeis,2025,plr,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de PLR não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-MG-SESCON-2025,MG,SESCON MG,Serviços Contábeis,2025,hora_extra,,conflito,pdf_cct,PDF da CCT,"CLÁUSULA OITAVA - HORAS EXTRAS As horas extraordinárias serão pagas com adicional de 90% (noventa inteiros por cento) sobre o salário hora normal. Parágrafo Único: Fica estabelecida a possibilidade de compensão de jornada em 180 dias (cento e oitenta dias). Caso da empresa opte por pagar as horas extras nesse período quando poderia compensá-las, poderá aplicar o percentual de 50% (cinquenta por cento) de adicional de horas extras. Ultrapassado o prazo de 180 (cento e oitenta) dias sem compensação ou pagamento o percentual de adicional de horas extras será de 90% (noventa por cento). Outros Adi…",2026-06-15,"Percentuais diferentes para dias úteis, sábados, domingos e feriados; Múltiplos valores identificados: 90.0, 50.0",,alta,revisar_conflito,marcar_conflito,marcar_conflito,,,,
REG-MG-SESCON-2025,MG,SESCON MG,Serviços Contábeis,2025,sobreaviso,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de sobreaviso não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-MG-SESCON-2025,MG,SESCON MG,Serviços Contábeis,2025,jornada,,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA VIGÉSIMA - JORNADA DE TRABALHO A jornada de trabalho será estabelecida na legislação em vigor. Parágrafo Único: Para aqueles que trabalharem exclusivamente na função de digitação será respeitada a jornada de 6 (seis) horas diárias e 36 (trinta e seis) semanais, conforme Portaria nº3.751/90 do Ministério do Trabalho e Previdência Social. Compensação de Jornada",2026-06-15,Cláusula de jornada encontrada; carga horária requer revisão,,média,validar,validar,validar,,,,
REG-MG-SINTTEL-2025,MG,Sinttel MG,Telecomunicações,2025,piso_salarial,1518.0,conflito,pdf_cct,PDF da CCT,"CLÁUSULA TERCEIRA - PISO SALARIAL O piso salarial dos empregados sujeitos a jornada de trabalho de 180 horas, será de R$ 1.518,00 (mil, quinhentos e dezoito reais) partir de 01/05/2025. Parágrafo Primeiro: Será concedido um abono indenizatório no valor de R$ 424,00 (quatrocentos e vinte e quatro reais) para os trabalhadores com jornada de trabalho de 180 horas, a ser pago em parcela única em até 10 (dez) dias da formalização de aprovação da proposta em assembleia. Parágrafo Segundo: o Ficam isentas do pagamento do abono indenizatório as empresas que já reajustaram o valor do piso da categoria …",2026-06-15,"Múltiplos valores identificados: 1518.0, 424.0",,alta,revisar_conflito,marcar_conflito,marcar_conflito,1518.0,,,
REG-MG-SINTTEL-2025,MG,Sinttel MG,Telecomunicações,2025,adicional_noturno,,conflito,pdf_cct,PDF da CCT,"CLÁUSULA TRIGÉSIMA TERCEIRA - HORA NOTURNA O trabalho noturno será remunerado com acréscimo de 20% (vinte por cento), entendendo-se como tal, o trabalho realizado das 22:00 horas de um dia até as 5:00 horas do dia seguinte, computando-se, para tanto, a hora de trabalho a cada 52:30 minutos, nos termos do artigo 73 da CLT e Súmula 60 do TST, ou aplicação do percentual de 37,14% sobre a hora normal, como forma alternativa. PRORROGAÇÃO/REDUÇÃO DE JORNADA",2026-06-15,"Múltiplos valores identificados: 20.0, 37.14",,alta,revisar_conflito,marcar_conflito,marcar_conflito,,,,
REG-MG-SINTTEL-2025,MG,Sinttel MG,Telecomunicações,2025,auxilio_alimentacao,18.37,conflito,pdf_cct,PDF da CCT,"CLÁUSULA DÉCIMA PRIMEIRA - AUXÍLIO LANCHE / VALE REFEIÇÃO / CESTA BASICA As EMPRESAS fornecerão, mensalmente, aos TRABALHADORES que estiverem no exercício de suas atividades regulares, e para os dias efetivamente trabalhados, vales refeição ou alimentação, nos seguintes valores faciais: a) R$18,37 (dezoito reais e trinta e sete centavos) por dia efetivamente trabalhado, para TRABALHADORES contratados com jornada de 200/220 horas mensais, passando para R$18,74 (dezoito reais e setenta e quatro centavos) a partir de 01/05/2025, passando para R$19,10 (dezenove reais e dez centavos) a partir de 01…",2026-06-15,"Múltiplos valores identificados: 18.37, 18.74, 19.1, 9.91, 10.11, 10.31, 8.33, 8.5, 8.66, 6.71, 6.84, 6.98",,alta,revisar_conflito,marcar_conflito,marcar_conflito,18.37,,,
REG-MG-SINTTEL-2025,MG,Sinttel MG,Telecomunicações,2025,plr,,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA DÉCIMA - PROGRAMA DE PARTICIPAÇÃO NOS LUCROS E RESULTADOS As EMPRESAS iniciarão a negociação direta e individualmente com o SINTTEL MG, para pagamento da PLR/PPR, no prazo de 60 (sessenta) dias após a assinatura da presente CCT. Parágrafo Único: Para as empresas que não firmaram acordo específico de PPR/PLR 2024, será concedido aos trabalhadores elegíveis, até os níveis abaixo de diretores, superintendentes, gerentes e coordenadores/consultores, devendo ser respeitada a política interna e nomenclatura de cargo de cada empresa, conforme critérios definidos em política interna, particip…",2026-06-15,,,média,validar,validar,validar,,,,
REG-MG-SINTTEL-2025,MG,Sinttel MG,Telecomunicações,2025,hora_extra,,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA NONA - DAS HORAS EXTRAORDINÁRIAS As horas extraordinárias trabalhadas de segunda a sábado, serão remuneradas com o adicional de 50% (cinquenta por cento) sobre o valor da hora normal e na hipótese de ocorrer trabalho em dia de repouso, feriados ou domingos, a remuneração será acrescida do adicional de 100% (cem por cento), devendo as empresas manterem as condições mais vantajosas já existentes e aplicáveis aos contratos de trabalho. Parágrafo Primeiro: As horas extras habituais serão integradas para fins de cálculo de férias + 1/3, 13º salário, DSR’s e demais verbas de cunho salarial,…",2026-06-15,"Percentuais diferentes para dias úteis, sábados, domingos e feriados",,média,validar,validar,validar,,,,
REG-MG-SINTTEL-2025,MG,Sinttel MG,Telecomunicações,2025,sobreaviso,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de sobreaviso não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-MG-SINTTEL-2025,MG,Sinttel MG,Telecomunicações,2025,jornada,36.0,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA TRIGÉSIMA SEGUNDA - JORNADA DE TRABALHO A duração da jornada de trabalho dos TRABALHADORES operadores em Telemarketing/Teleatendimento, será de 6 (seis) horas diárias e 36 (trinta e seis) horas semanais, nos termos do anexo II da NR 17. Parágrafo Primeiro: Os TRABALHADORES operadores de telemarketing/teleatendimento terão uma folga semanal que, no mínimo, uma vez por mês deverá ser concedida no domingo. Parágrafo Segundo: Com exceção dos empregados que laboram em jornada de 7 (sete) hora e 12 (doze) minutos, as partes dão-se por cientes de que está autorizado o trabalho aos domingos, …",2026-06-15,,"[""36h/semana""]",média,validar,validar,validar,36.0,,,
REG-MS-SPPD-2025,MS,SPPD MS,Processamento de Dados,2025,piso_salarial,1689.53,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA TERCEIRA - SALÁRIO NORMATIVO DA CATEGORIA PROFISSIONAL A título de Salário Normativo da categoria profissional, a partir de 1º de junho de 2.025, o salário dos empregados, abrangidos por esta convenção, não será inferior a R$ 1.689,53 (mil e seiscentos e oitenta e nove reais e cinquenta e três centavos) mensais; Parágrafo Primeiro: Fica assegurado ao Salário Normativo, de que trata a presente cláusula, a título de antecipação prevista no § primeiro da cláusula terceira, nunca será inferior ao salário mínimo vigente acrescido do percentual definido na Cláusula quarta; Parágrafo Segundo…",2026-06-15,,,média,validar,validar,validar,1689.53,,,
REG-MS-SPPD-2025,MS,SPPD MS,Processamento de Dados,2025,adicional_noturno,,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA NONA - ADICIONAL NOTURNO É considerado trabalho noturno aquele prestado no período havido entre às 22 (vinte e duas) horas de um dia até às 05 (cinco) horas do dia seguinte. Parágrafo Primeiro: Será pago, a título de Adicional Noturno, um percentual de 35% (trinta e cinco por cento) sobre a hora diurna em relação ao salário nominal do empregado. Parágrafo Segundo: Nos termos do §5º do artigo 73 da CLT considera-se jornada noturna o tempo que se estender após as 05h por se tratar de prorrogação. Parágrafo Terceiro: A prorrogação de que trata o parágrafo segundo não se aplica aos profis…",2026-06-15,,,média,validar,validar,validar,,,,
REG-MS-SPPD-2025,MS,SPPD MS,Processamento de Dados,2025,auxilio_alimentacao,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de auxílio alimentação não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-MS-SPPD-2025,MS,SPPD MS,Processamento de Dados,2025,plr,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de PLR não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-MS-SPPD-2025,MS,SPPD MS,Processamento de Dados,2025,hora_extra,,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA OITAVA - HORAS EXTRAORDINÁRIAS As horas extraordinárias pagas serão remuneradas com os seguintes acréscimos: a) as duas primeiras horas extraordinárias no dia: 60% (sessenta por cento) em relação a normal; b) as demais em dias normais: 80% (oitenta por cento) em relação a hora normal; c) as horas extraordinárias realizadas aos domingos e feriados sofrerão um acréscimo de 100% (cem por cento) em relação as normais; Parágrafo Primeiro: As horas extras serão sempre remuneradas pelos valores atualizados dos salários bem como, o Repouso Semanal Remunerado, será pago à razão de 1/6 (um sext…",2026-06-15,"Percentuais diferentes para dias úteis, sábados, domingos e feriados",,média,validar,validar,validar,,,,
REG-MS-SPPD-2025,MS,SPPD MS,Processamento de Dados,2025,sobreaviso,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de sobreaviso não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-MS-SPPD-2025,MS,SPPD MS,Processamento de Dados,2025,jornada,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de jornada de trabalho não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
,MT,Sindpd MT,Tecnologia da Informação,2025,piso_salarial,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
,MT,Sindpd MT,Tecnologia da Informação,2025,adicional_noturno,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
,MT,Sindpd MT,Tecnologia da Informação,2025,auxilio_alimentacao,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
,MT,Sindpd MT,Tecnologia da Informação,2025,plr,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
,MT,Sindpd MT,Tecnologia da Informação,2025,hora_extra,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
,MT,Sindpd MT,Tecnologia da Informação,2025,sobreaviso,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
,MT,Sindpd MT,Tecnologia da Informação,2025,jornada,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-PA-SINDPD-2025,PA,Sindpd PA,Tecnologia da Informação,2025,piso_salarial,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-PA-SINDPD-2025,PA,Sindpd PA,Tecnologia da Informação,2025,adicional_noturno,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-PA-SINDPD-2025,PA,Sindpd PA,Tecnologia da Informação,2025,auxilio_alimentacao,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-PA-SINDPD-2025,PA,Sindpd PA,Tecnologia da Informação,2025,plr,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-PA-SINDPD-2025,PA,Sindpd PA,Tecnologia da Informação,2025,hora_extra,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-PA-SINDPD-2025,PA,Sindpd PA,Tecnologia da Informação,2025,sobreaviso,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-PA-SINDPD-2025,PA,Sindpd PA,Tecnologia da Informação,2025,jornada,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-PB-SINDPD-2025,PB,Sindpd PB,Tecnologia da Informação,2025,piso_salarial,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de piso salarial não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-PB-SINDPD-2025,PB,Sindpd PB,Tecnologia da Informação,2025,adicional_noturno,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de adicional noturno não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-PB-SINDPD-2025,PB,Sindpd PB,Tecnologia da Informação,2025,auxilio_alimentacao,25.0,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA OITAVA - VALE ALIMENTAÇÃO As empresas fornecerão aos seus empregados o vale alimentação, no valor de R$ 25,00 (vinte e cinco reais), não integrando aos salários, em face da sua natureza indenizatória. Parágrafo Primeiro: Será fornecido um tíquete para cada dia efetivo de trabalho no mês da respectiva utilização. Caso sejam fornecidos tíquetes para os dias não trabalhados, estes serão descontados no mês subsequente. Parágrafo Segundo: É facultado as Empresas acordantes efetuarem descontos salariais relativos ao auxílio- alimentação referente à filiação ao P.A.T, até 10% (dez por cento)…",2026-06-15,,,média,validar,validar,validar,25.0,,,
REG-PB-SINDPD-2025,PB,Sindpd PB,Tecnologia da Informação,2025,plr,,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA SÉTIMA - PLR Os empregados das empresas poderão participar do Plano de Participação nos Lucros e nos Resultados de suas respectivas empresas, na forma que vier a ser estabelecida em Acordo Coletivo de Trabalho entre o SINDPD-PB e as mesmas. Auxílio Alimentação",2026-06-15,Cláusula de PLR encontrada; valor/regra específica requer revisão,,média,validar,validar,validar,,,,
REG-PB-SINDPD-2025,PB,Sindpd PB,Tecnologia da Informação,2025,hora_extra,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,"Cláusula localizada, mas valor/percentual não pôde ser identificado automaticamente",,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-PB-SINDPD-2025,PB,Sindpd PB,Tecnologia da Informação,2025,sobreaviso,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de sobreaviso não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-PB-SINDPD-2025,PB,Sindpd PB,Tecnologia da Informação,2025,jornada,30.0,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA DÉCIMA QUINTA - JORNADA DE TRABALHO A duração da jornada de trabalho do Digitador e do Help Desk, será de 30 (trinta) horas semanais e, dos demais trabalhadores serão de até 44 horas semanais. Parágrafo Primeiro: Fica ressalvada que as jornadas de menor número de horas semanais, que já vierem sendo adotadas pelas empresas, serão preservadas. Parágrafo Segundo: O trabalhador de Help Desk poderá, eventualmente, efetuar o atendimento direto no cliente, dentro de sua carga horária estabelecida, qual seja 30 horas semanais. Caso o labor ultrapasse a carga horária de 6 seis horas diárias ou…",2026-06-15,"Múltiplas jornadas identificadas: 30.0, 44.0h/sem; Horas diárias não calculadas: regime não identificável","[""30h/semana"", ""44h/semana""]",média,validar,validar,validar,30.0,,,
REG-PB-SINTTEL-2025,PB,Sinttel PB,Telecomunicações,2025,piso_salarial,1518.0,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA TERCEIRA - PISO SALARIAL O piso salarial, assim entendido como o menor salário pago pelas empresas, será de R$ 1.518,00 (Um Mil quinhentos e dezoito reais) mensais para os empregados contratados em jornada de trabalho de 36 (trinta e seis) horas semanais ou 180 (cento e oitenta) horas mensais, e de R: 1.794,08 (Um Mil, Setecentos e noventa e quatro reais e oito centavos) mensais para os empregados contratados em jornada de trabalho correspondente a 44 (quarenta e quatro) horas por semana ou a 220 (duzentos e vinte) horas mensais. REAJUSTES/CORREÇÕES SALARIAIS",2026-06-15,,,média,validar,validar,validar,1518.0,,,
